id,name,type1,type2,firstability,secondability,weight,height,dexdescription,generacion,imagen
830,eldegoss,planta,None,cotton-down,regenerator,2.5,0.5,"Las semillas que tiene entre la pelusa son muy nutritivas. Arrastradas por el viento, devuelven la vitalidad a la flora y a otros Pokémon.",8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/830.png
831,wooloo,normal,None,fluffy,run-away,6.0,0.6,Su lana rizada es tan acolchada que no se hace daño ni aunque se caiga por un precipicio.,8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/831.png
832,dubwool,normal,None,fluffy,steadfast,43.0,1.3,Su lana es muy flexible. Las alfombras tejidas con ella adoptan una textura similar a la de las camas elásticas.,8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/832.png
833,chewtle,agua,None,strong-jaw,shell-armor,8.5,0.3,"Muerde todo lo que se le ponga por delante. Al parecer, lo hace para aliviar el dolor que siente cuando le crecen los incisivos.",8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/833.png
834,drednaw,agua,roca,strong-jaw,shell-armor,115.5,1.0,"Un Pokémon de temperamento feroz que atenaza a su presa con sus fuertes mandíbulas, capaces de destrozar una barra de hierro.",8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/834.png
835,yamper,eléctrico,None,ball-fetch,rattled,13.5,0.3,"Al correr, genera electricidad por la base de la cola. Es muy popular entre los pastores de Galar.",8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/835.png
836,boltund,eléctrico,None,strong-jaw,competitive,34.0,1.0,La electricidad que genera y envía a sus patas le ayuda a desplazarse rápidamente. Puede correr sin descanso durante tres días y tres noches.,8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/836.png
837,rolycoly,roca,None,steam-engine,heatproof,12.0,0.3,Fue descubierto hace aproximadamente 400 años en una mina. Casi la totalidad de su cuerpo presenta una composición igual a la del carbón.,8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/837.png
838,carkol,roca,fuego,steam-engine,flame-body,78.0,1.1,Forma carbón en el interior de su cuerpo. Los antiguos habitantes de Galar lo aprovechaban para sus labores diarias.,8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/838.png
839,coalossal,roca,fuego,steam-engine,flame-body,310.5,2.8,"Aunque es de carácter sereno, monta en cólera si ve a seres humanos dañando una mina y reduce todo a cenizas con sus llamas a 1500 °C.",8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/839.png
840,applin,planta,dragón,ripen,gluttony,0.5,0.2,"Habita durante toda su vida en el interior de una manzana. Finge ser una fruta para protegerse de los Pokémon pájaro, sus enemigos naturales.",8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/840.png
841,flapple,planta,dragón,ripen,gluttony,1.0,0.3,Ha evolucionado tras ingerir una manzana ácida. Las bolsas de las mejillas albergan un fluido cuya extrema acidez llega a provocar quemaduras.,8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/841.png
842,appletun,planta,dragón,ripen,gluttony,13.0,0.4,"Ha evolucionado tras ingerir una manzana dulce. De ahí que el olor que emana para atraer a sus presas, los Pokémon insecto, sea tan agradable.",8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/842.png
843,silicobra,tierra,None,sand-spit,shed-skin,7.6,2.2,"Almacena la arena que ingiere al perforar hoyos en la saca del cuello, cuya capacidad llega a alcanzar incluso los 8 kg.",8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/843.png
844,sandaconda,tierra,None,sand-spit,shed-skin,65.5,3.8,Se retuerce para expulsar por los orificios nasales hasta 100 kg de arena. La ausencia de esta mina su ánimo.,8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/844.png
845,cramorant,volador,agua,gulp-missile,None,18.0,0.8,"Su colosal potencia le permite machacar al rival de un solo golpe, aunque su carácter despistado lo lleva a olvidarse de su presencia.",8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/845.png
846,arrokuda,agua,None,swift-swim,propeller-tail,1.0,0.5,"Se siente muy orgulloso de su afilada mandíbula. En cuanto detecta el más mínimo movimiento, va directo al objetivo para cargar contra él.",8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/846.png
847,barraskewda,agua,None,swift-swim,propeller-tail,30.0,1.3,"Su mandíbula es tan puntiaguda como una lanza y tan dura como el acero. Al parecer, su carne es sorprendentemente deliciosa.",8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/847.png
848,toxel,eléctrico,veneno,rattled,static,11.0,0.4,Secreta toxinas por la piel y las almacena en una bolsa de veneno interna. Tocarlo da calambre.,8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/848.png
849,toxtricity-amped,eléctrico,veneno,punk-rock,plus,40.0,1.6,"Cuando rasga las protuberancias del pecho para generar energía eléctrica, emite un sonido similar al de una guitarra, que reverbera en el entorno.",8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/849.png
850,sizzlipede,fuego,bicho,flash-fire,white-smoke,1.0,0.7,Genera calor consumiendo el gas inflamable que almacena en su cuerpo. Los círculos amarillos del abdomen están particularmente calientes.,8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/850.png
851,centiskorch,fuego,bicho,flash-fire,white-smoke,120.0,3.0,"Cuando genera calor, su temperatura corporal alcanza aproximadamente los 800 °C. Usa el cuerpo a modo de látigo para lanzarse al ataque.",8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/851.png
852,clobbopus,lucha,None,limber,technician,4.0,0.6,Emerge a tierra firme en busca de alimento. Su extrema curiosidad lo induce a golpear con los tentáculos todo lo que entra en su campo visual.,8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/852.png
853,grapploct,lucha,None,limber,technician,39.0,1.6,Todo su cuerpo es una mole de puro músculo. Utiliza los tentáculos para ejecutar técnicas de estrangulamiento con una formidable potencia.,8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/853.png
854,sinistea,fantasma,None,weak-armor,cursed-body,0.2,0.1,"Según se dice, este Pokémon surgió de un alma solitaria que poseyó una taza abandonada llena de un té ya frío.",8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/854.png
855,polteageist,fantasma,None,weak-armor,cursed-body,0.4,0.2,"Se hospeda en teteras dignas de un anticuario. Las originales son escasísimas, pero existe un gran número de burdas falsificaciones.",8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/855.png
856,hatenna,psíquico,None,healer,anticipation,3.4,0.4,Percibe los sentimientos de los seres vivos con la protuberancia de la cabeza. Solo abre su corazón a quienes muestren un carácter sosegado.,8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/856.png
857,hattrem,psíquico,None,healer,anticipation,4.8,0.6,Silencia a cualquiera que muestre una emoción intensa sin importar de quién se trate y recurre para ello a métodos a cuál más violento.,8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/857.png
858,hatterene,psíquico,hada,healer,anticipation,5.1,2.1,"Para mantener alejados a los demás seres vivos, emana a su alrededor ondas psíquicas cuya potencia es capaz de provocar jaquecas.",8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/858.png
859,impidimp,siniestro,hada,prankster,frisk,5.5,0.4,"Con el fin de revitalizarse, inhala por la nariz la energía negativa que desprenden tanto personas como Pokémon cuando están descontentos.",8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/859.png
860,morgrem,siniestro,hada,prankster,frisk,12.5,0.8,"Su estrategia consiste en postrarse ante el rival y fingir una disculpa para ensartarlo con el mechón que tiene en la espalda, afilado cual lanza.",8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/860.png
861,grimmsnarl,siniestro,hada,prankster,frisk,61.0,1.5,"Cuando enrolla sus cabellos por todo el cuerpo, aumenta su potencia muscular. Posee una fuerza capaz de someter a Machamp.",8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/861.png
862,obstagoon,siniestro,normal,reckless,guts,46.0,1.6,La potencia de su voz es realmente pasmosa. La técnica que usa para intimidar al rival mientras grita recibe el nombre de Obstrucción.,8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/862.png
863,perrserker,acero,None,battle-armor,tough-claws,28.0,0.8,El pelo de la cabeza se le ha endurecido hasta el punto de parecer un yelmo de hierro. Posee un temperamento muy combativo.,8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/863.png
864,cursola,fantasma,None,weak-armor,perish-body,0.4,1.0,Su energía espiritual ha aumentado hasta hacerlo desprenderse de su base caliza. Protege el alma del núcleo con su cuerpo espectral.,8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/864.png
865,sirfetchd,lucha,None,steadfast,scrappy,117.0,0.8,Los ejemplares que superan numerosos combates evolucionan y adoptan esta forma. Abandonan el terreno de combate en cuanto el puerro se seca.,8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/865.png
866,mr-rime,hielo,psíquico,tangled-feet,screen-cleaner,58.2,1.5,Es un bailarín consumado de claqué. Agita su bastón de hielo mientras exhibe su destreza con gráciles pasos.,8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/866.png
867,runerigus,tierra,fantasma,wandering-spirit,None,66.6,1.6,"Una poderosa maldición pesa sobre esta antigua imagen grabada, que ha cobrado vida tras adueñarse del alma de Yamask.",8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/867.png
868,milcery,hada,None,sweet-veil,aroma-veil,0.3,0.2,Su cremoso cuerpo surgió a partir de la unión de partículas odoríferas de dulces aromas presentes en el aire.,8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/868.png
869,alcremie,hada,None,sweet-veil,aroma-veil,0.5,0.3,Obsequia bayas decoradas con nata a aquellos Entrenadores en los que confía.,8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/869.png
870,falinks,lucha,None,battle-armor,defiant,62.0,3.0,"Este Pokémon consta de cinco subalternos y un líder, cuyas órdenes obedecen sin rechistar.",8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/870.png
871,pincurchin,eléctrico,None,lightning-rod,electric-surge,1.0,0.3,Libera electricidad por la punta de las púas. Con sus afilados dientes raspa las algas pegadas a las rocas para ingerirlas.,8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/871.png
872,snom,hielo,bicho,shield-dust,ice-scales,3.8,0.3,Teje un hilo gélido que le permite aferrarse a las ramas y simula ser un carámbano mientras duerme.,8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/872.png
873,frosmoth,hielo,bicho,shield-dust,ice-scales,42.0,1.3,"La temperatura de sus alas es de -180 °C. Sobrevuela el campo esparciendo sus gélidas escamas, como si de nieve se tratase.",8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/873.png
874,stonjourner,roca,None,power-spot,None,520.0,2.5,Pasa el tiempo observando inmóvil el recorrido del sol sobre las extensas praderas que habita. Se especializa en técnicas de ágiles patadas.,8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/874.png
875,eiscue-ice,hielo,None,ice-face,None,89.0,1.4,La corriente lo ha transportado hasta aquí desde un lugar sumamente gélido. Utiliza el hielo para mantener la cara refrigerada en todo momento.,8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/875.png
876,indeedee,psíquico,normal,inner-focus,synchronize,28.0,0.9,Percibe las emociones del objetivo con los cuernos de la cabeza. Los machos están atentos a cualquier cosa que necesite su Entrenador.,8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/876.png
877,morpeko,eléctrico,siniestro,hunger-switch,None,3.0,0.3,Siempre tiene hambre. Se nutre de las semillas que guarda en una suerte de bolsillos para generar electricidad.,8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/877.png
878,cufant,acero,None,sheer-force,heavy-metal,100.0,1.2,Su constitución fornida le permite transportar sin inmutarse cargas de 5 toneladas. Utiliza la trompa para excavar la tierra.,8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/878.png
879,copperajah,acero,None,sheer-force,heavy-metal,650.0,3.0,Su piel verdosa es resistente al agua. Proviene de tierras lejanas y presta ayuda a las personas en la realización de ciertos trabajos.,8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/879.png
880,dracozolt,eléctrico,dragón,volt-absorb,hustle,190.0,1.8,"La robustez de su tren inferior lo hacía invencible en la antigüedad, pero se extinguió tras comerse todas las plantas de las que se nutría.",8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/880.png
881,arctozolt,eléctrico,hielo,volt-absorb,static,150.0,2.3,"La parte superior del cuerpo está congelada y, al temblar, genera electricidad. Camina con suma dificultad.",8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/881.png
882,dracovish,agua,dragón,water-absorb,strong-jaw,215.0,2.3,"Su excelente capacidad motriz y la fuerza de su mandíbula lo hacían antaño invencible, pero dar caza a todas sus presas propició su extinción.",8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/882.png
883,arctovish,agua,hielo,water-absorb,ice-body,175.0,2.0,"Atrapa a sus presas congelando su entorno, pero la ubicación de la boca encima de la cabeza le genera dificultades para deglutirlas.",8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/883.png
884,duraludon,acero,dragón,light-metal,heavy-metal,40.0,1.8,"Su cuerpo, similar a un metal pulido, es tan ligero como robusto. Sin embargo, tiene el defecto de que se oxida con facilidad.",8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/884.png
885,dreepy,dragón,fantasma,clear-body,infiltrator,2.0,0.5,Habitaba los mares en tiempos inmemoriales. Ha revivido en forma de Pokémon de tipo Fantasma para vagar por su antigua morada.,8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/885.png
886,drakloak,dragón,fantasma,clear-body,infiltrator,11.0,1.4,"Vuela a una velocidad de 200 km/h. Lucha junto a un Dreepy, al que cuida hasta el momento de su evolución.",8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/886.png
887,dragapult,dragón,fantasma,clear-body,infiltrator,50.0,3.0,"Vive en compañía de Dreepy, a los que hospeda en el interior de sus cuernos. Los dispara a velocidad supersónica en combate.",8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/887.png
888,zacian,hada,None,intrepid-sword,None,110.0,2.8,Este Pokémon está considerado como un héroe de leyenda. Absorbe el metal para transformarlo y emplearlo como armamento.,8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/888.png
889,zamazenta,lucha,None,dauntless-shield,None,210.0,2.9,"Este Pokémon se erigió en salvador de Galar, tras unir fuerzas con un rey de los hombres. Absorbe el metal para utilizarlo en combate.",8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/889.png
890,eternatus,veneno,dragón,pressure,None,950.0,20.0,Se alimenta de la energía que brota de la tierra de Galar absorbiéndola por el núcleo del pecho.,8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/890.png
891,kubfu,lucha,None,inner-focus,None,12.0,0.6,"Perfecciona su técnica mediante una estricta disciplina. Según la corriente marcial que siga, adoptará una forma u otra al evolucionar.",8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/891.png
892,urshifu,lucha,siniestro,unseen-fist,None,105.0,1.9,Su estilo de lucha se basa en abatir a sus rivales de un solo golpe. Se abalanza sobre ellos con su puño cincelado por el entrenamiento.,8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/892.png
893,zarude,siniestro,planta,leaf-guard,None,70.0,1.8,"Viven en manada en la selva. Debido a su marcada agresividad, son muy temidos por otros Pokémon selváticos.",8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/893.png
894,regieleki,eléctrico,None,transistor,None,145.0,1.2,"Su cuerpo entero es energía eléctrica. Por lo visto, quitarle los anillos que lleva libera su poder oculto.",8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/894.png
895,regidrago,dragón,None,dragons-maw,None,200.0,2.1,"Cierta teoría afirma que la forma de sus brazos representa la cabeza de un Pokémon dragón ancestral, aunque esto no ha podido verificarse.",8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/895.png
896,glastrier,hielo,None,chilling-neigh,None,800.0,2.2,Libera un potente vaho gélido por las pezuñas. Un ser violento que no duda en tomar a la fuerza todo cuanto desea.,8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/896.png
897,spectrier,fantasma,None,grim-neigh,None,44.5,2.0,"Examina su entorno con todos los sentidos, salvo la vista. Se dice que sus coces son capaces de robarle el alma a quien las recibe.",8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/897.png
898,calyrex,psíquico,planta,unnerve,None,7.7,1.1,Un Pokémon muy compasivo agraciado con el poder de la curación. Reinó en Galar en tiempos remotos.,8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/898.png
899,wyrdeer,normal,psíquico,intimidate,frisk,95.1,1.8,Los orbes negros brillan con una luz extraña cuando el Pokémon levanta barreras invisibles. El pelaje desprendido de su barba retiene bien el calor y es un material muy útil para la ropa de invierno.,8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/899.png
900,kleavor,bicho,roca,swarm,sheer-force,89.0,1.8,"Una criatura violenta que derriba árboles altísimos con sus toscas hachas y se protege con piedra dura. Si uno se encuentra por casualidad con este Pokémon en la naturaleza, el único recurso que tiene es huir.",8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/900.png
901,ursaluna,tierra,normal,guts,bulletproof,290.0,2.4,Creo que fue el terreno pantanoso de Hisui lo que le dio a Ursaluna su físico corpulento y su nueva capacidad para manipular la turba a voluntad.,8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/901.png
902,basculegion,agua,fantasma,rattled,adaptability,110.0,3.0,Se reviste de las almas de los camaradas que perecieron antes de cumplir sus objetivos de viajar río arriba. Ninguna otra especie en todos los ríos de Hisui es igual a Basculegion.,8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/902.png
903,sneasler,lucha,veneno,pressure,poison-touch,43.0,1.3,"Debido al veneno virulento de Sneasler y su destreza física sobrecogedora, ninguna otra especie podría aspirar a superarlo en las heladas tierras altas. Prefiriendo la soledad, esta especie no forma manadas.",8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/903.png
904,overqwil,siniestro,veneno,poison-point,swift-swim,60.5,2.5,"Sus púas en forma de lanza y su temperamento salvaje le han valido el apodo de ""demonio del mar"". Sorbe veneno para nutrirse.",8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/904.png
905,enamorus,hada,volador,cute-charm,contrary,48.0,1.6,"Cuando vuela a esta tierra desde el otro lado del mar, el crudo invierno llega a su fin. Según la leyenda, el amor de este Pokémon da lugar al brote de nueva vida en Hisui.",8,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/905.png
906,sprigatito,planta,None,overgrow,protean,4.1,0.4,Su sedoso pelaje se asemeja en composición a las plantas. Se lava la cara con diligencia para que no se le seque.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/906.png
907,floragato,planta,None,overgrow,protean,12.2,0.9,Maneja diestramente la vid oculta bajo su largo pelaje y propina latigazos al enemigo con el capullo endurecido de la punta.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/907.png
908,meowscarada,planta,siniestro,overgrow,protean,31.2,1.5,Se sirve de la luz que reflejan los tricomas de su manto de hojas para camuflar la vid y crear la ilusión óptica de que la flor flota en el aire.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/908.png
909,fuecoco,fuego,None,blaze,unaware,9.8,0.4,"Yace sobre rocas calientes, cuyo calor transforma en energía ígnea tras absorberlo por sus escamas rectangulares.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/909.png
910,crocalor,fuego,None,blaze,unaware,30.7,1.0,La mezcla de energía ígnea con el exceso de su propia fuerza vital ha tomado la forma de una bola de fuego de aspecto oval sobre su cabeza.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/910.png
911,skeledirge,fuego,fantasma,blaze,unaware,326.5,1.6,Se dice que el pájaro flamígero al que da forma su canto es un espíritu que moraba en la bola de fuego que le coronaba la cabeza.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/911.png
912,quaxly,agua,None,torrent,moxie,6.1,0.5,Un Pokémon llegado hace tiempo desde tierras lejanas y ya establecido en la región. El gel que secreta por las plumas repele el agua y la mugre.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/912.png
913,quaxwell,agua,None,torrent,moxie,21.5,1.2,Fortalece las extremidades corriendo con tesón por los bajíos. Compite con los suyos para ver cuál posee una técnica más grácil con las patas.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/913.png
914,quaquaval,agua,lucha,torrent,moxie,61.9,1.8,"Realiza una exótica danza mientras controla la tremenda fuerza de sus extremidades, capaces de hacer volcar un camión de una patada.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/914.png
915,lechonk,normal,None,aroma-veil,gluttony,10.2,0.5,"Posee un olfato muy desarrollado que emplea únicamente para buscar comida, actividad a la que dedica el día entero.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/915.png
916,oinkologne,normal,None,lingering-aroma,gluttony,120.0,1.0,Su piel suave y lustrosa es su mayor orgullo. Desprende una fragancia concentrada por la punta de la cola.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/916.png
917,tarountula,bicho,None,insomnia,stakeout,4.0,0.3,"La bola de hilo que le rodea el cuerpo es lo bastante elástica como para repeler las guadañas de los Scyther, su enemigo natural.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/917.png
918,spidops,bicho,None,insomnia,stakeout,16.5,1.0,"Se adhiere con su hilo a ramas y techos, por los que se desplaza en silencio. Acaba con su presa antes de que esta se percate de su presencia.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/918.png
919,nymble,bicho,None,swarm,tinted-lens,1.0,0.2,"Mantiene plegado su tercer par de patas, cuya fuerza le permite saltar a más de 10 m de altura para huir en caso de apuro.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/919.png
920,lokix,bicho,siniestro,swarm,tinted-lens,17.5,1.0,"Cuando decide luchar sin cuartel, se alza con su tercer par de patas y entra en modo asalto. Acaba con el rival en un abrir y cerrar de ojos.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/920.png
921,pawmi,eléctrico,None,static,natural-cure,2.5,0.3,"Como las bolsas de sus mejillas están poco desarrolladas, genera electricidad frotándolas con las almohadillas de sus patas delanteras.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/921.png
922,pawmo,eléctrico,lucha,volt-absorb,natural-cure,6.5,0.4,"Cuando su manada se ve amenazada, atacan a la vanguardia usando un arte marcial caracterizado por el empleo de descargas eléctricas.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/922.png
923,pawmot,eléctrico,lucha,volt-absorb,natural-cure,41.0,0.9,"Este Pokémon es normalmente bastante calmado, pero, una vez en combate, derriba a sus rivales con movimientos de una velocidad vertiginosa.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/923.png
924,tandemaus,normal,None,run-away,pickup,1.8,0.3,"Cuando encuentran un material que les parece útil para su nido, lo recortan con sus incisivos y lo acarrean, todo en perfecta compenetración.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/924.png
925,maushold,normal,None,friend-guard,cheek-pouch,2.3,0.3,"Dos crías aparecieron de la noche a la mañana. Podrían ser familia, pero no se sabe a ciencia cierta.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/925.png
926,fidough,hada,None,own-tempo,klutz,10.9,0.3,Resulta húmedo y suave al tacto. Hace fermentar las cosas a su alrededor con la levadura de su aliento.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/926.png
927,dachsbun,hada,None,well-baked-body,aroma-veil,14.9,0.5,"El fragante aroma que despide su cuerpo favorece el crecimiento del trigo, por lo que lo aprecian mucho en las comunidades agrícolas.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/927.png
928,smoliv,planta,normal,early-bird,harvest,6.5,0.3,Se defiende de sus rivales segregando por el fruto de su cabeza un aceite tan amargo y agrio que cualquiera daría un respingo al probarlo.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/928.png
929,dolliv,planta,normal,early-bird,harvest,11.9,0.6,No duda en compartir su delicioso aceite de fresco aroma. Convive con los seres humanos desde hace mucho tiempo.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/929.png
930,arboliva,planta,normal,seed-sower,harvest,48.2,1.4,Es pacífico y compasivo. Comparte su delicioso y nutritivo aceite con los Pokémon que han perdido las fuerzas.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/930.png
931,squawkabilly,normal,volador,intimidate,hustle,2.4,0.6,Prefieren vivir en las ciudades. Forman bandadas según el color de su plumaje y libran disputas por el control de los territorios.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/931.png
932,nacli,roca,None,purifying-salt,sturdy,16.0,0.4,"Surgen de estratos salinos subterráneos. Antaño se los tenía en alta estima, pues compartían su sal, un mineral por entonces muy preciado.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/932.png
933,naclstack,roca,None,purifying-salt,sturdy,105.0,0.6,Escupe sal para recubrir con ella a sus presas y someterlas a un proceso de salazón que extrae la humedad de sus cuerpos.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/933.png
934,garganacl,roca,None,purifying-salt,sturdy,240.0,2.3,"Cuando encuentra a un Pokémon herido, frota las puntas de los dedos para rociarlo con sal y curar rápidamente incluso las heridas más graves.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/934.png
935,charcadet,fuego,None,flash-fire,flame-body,10.5,0.6,Nació de unos restos de carbón consumidos por las llamas. Reta a rivales poderosos para saciar su ardiente espíritu combativo.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/935.png
936,armarouge,fuego,psíquico,flash-fire,weak-armor,85.0,1.5,Evolucionó al portar la armadura de un guerrero de renombre. Este Pokémon destaca por su gran lealtad.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/936.png
937,ceruledge,fuego,fantasma,flash-fire,weak-armor,62.0,1.6,Las afiladas llamas que cubren sus brazos están avivadas por la frustración de un espadachín que cayó antes de poder cumplir su cometido.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/937.png
938,tadbulb,eléctrico,None,own-tempo,static,0.4,0.3,"Produce electricidad agitando la cola. Si siente peligro, hace parpadear su cabeza para alertar a sus compañeros.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/938.png
939,bellibolt,eléctrico,None,electromorphosis,static,113.0,1.2,Puede generar grandes cantidades de energía expandiendo y contrayendo su elástico cuerpo gracias a la dinamo de su ombligo.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/939.png
940,wattrel,eléctrico,volador,wind-power,volt-absorb,3.6,0.4,"Los huesos de sus alas producen electricidad con las corrientes de aire. Para cazar, se zambulle en el mar y electrocuta a su presa.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/940.png
941,kilowattrel,eléctrico,volador,wind-power,volt-absorb,38.6,1.4,Aumenta la intensidad de su electricidad al inflar su saco gular. Es capaz de recorrer 700 km en un día impulsado por las corrientes de aire.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/941.png
942,maschiff,siniestro,None,intimidate,run-away,16.0,0.5,"Mantiene el ceño fruncido para que sus rivales lo tomen en serio, pero hasta el niño más llorón estallaría en carcajadas al ver su mueca.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/942.png
943,mabosstiff,siniestro,None,intimidate,guard-dog,61.0,1.1,Almacena energía en la papada y la libera toda de golpe para arrasar con sus rivales.,9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/943.png
944,shroodle,veneno,normal,unburden,pickpocket,0.7,0.2,"Es manso, pero muerde y paraliza a quien lo enfada con sus afilados incisivos impregnados de toxinas.",9,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/944.png
